route_id,origin_name,origin_location,origin_latitude,origin_longitude,destination_name,destination_location,destination_latitude,destination_longitude,waypoints_json,waypoint_count,distance_km,estimated_driving_time_hours,total_time_hours,breaks_required,avg_speed_kmh,vehicle_type,vehicle_max_weight_kg,vehicle_height_m,vehicle_width_m,vehicle_length_m,cargo_volume_m3,euro_standard,cargo_weight_kg,load_factor,cargo_type,fuel_consumption_liters,co2_emissions_kg,nox_emissions_g,pm_emissions_g,emissions_per_km_kg,fuel_cost_gbp,driver_cost_gbp,vehicle_cost_gbp,insurance_cost_gbp,maintenance_cost_gbp,caz_cost_gbp,toll_cost_gbp,hgv_levy_gbp,lez_cost_gbp,total_cost_gbp,cost_per_km_gbp,efficiency_score,fuel_efficiency_actual_kmpl,on_time_delivery,customer_satisfaction_1_5,optimization_objective,traffic_delay_minutes,weather_condition,weather_delay_minutes,month,day_of_week,is_peak_season,is_weekend,route_compliant,bridge_restrictions,weight_restrictions,data_source,generation_timestamp,dataset_version
RT000037,Newcastle Hub,Newcastle,54.9783,-1.6178,Leeds Central,Leeds,53.8008,-1.5491,"[{""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",1,181.2,2.83,2.83,0,64,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,9661,0.537,paper,53.73,144,320.683,6.81,0.795,79.53,46.74,161.29,21.75,27.18,0,0,10,0,346.48,1.912,78.82,3.37,Yes,4,fastest,0,cloudy,0,9,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.433508,2
RT000038,iPort Doncaster,Doncaster,53.4939,-1.0042,Dover Port,Dover,51.1279,1.3134,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",4,495.2,8.18,8.93,1,60.6,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,18587,0.581,chemicals,161.82,433.68,696.834,16.2728,0.876,239.5,147.28,440.76,59.43,74.29,0,23.19,10,0,994.45,2.008,66.37,3.06,Yes,4.2,balanced,15.7,clear,0,8,3,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.433663,2
RT000039,Omega Warrington,Warrington,53.429,-2.6542,ProLogis Park DC,Birmingham,52.5031,-1.7764,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",2,160.7,2.41,2.41,0,66.8,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,8248,0.458,electronics,54.62,146.39,309.205,5.5991,0.911,80.84,39.71,143.03,19.28,24.11,0,0,10,0,316.97,1.972,75.72,2.94,Yes,5,cheapest,0,snow,79,10,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.433806,2
RT000040,Omega Warrington,Warrington,53.429,-2.6542,London Central,London,51.5074,-0.1278,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",3,666.4,9.86,11.36,2,67.6,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,20174,0.776,textiles,198.59,532.22,1247.668,23.4309,0.799,293.91,187.45,593.12,79.97,99.96,50,23.39,10,100,1437.8,2.157,87.64,3.36,Yes,4.8,cheapest,18.6,light_rain,0,8,5,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434120,2
RT000041,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,Bristol Port,Bristol,51.5103,-2.7139,"[{""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}]",1,335.4,5.81,6.56,1,57.8,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,31623,0.791,machinery,107.64,288.46,437.262,10.5393,0.86,159.3,108.17,298.5,40.25,50.31,0,14.92,10,0,681.45,2.032,64.44,3.12,Yes,4.2,greenest,11.5,light_rain,0,9,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434278,2
RT000042,Felixstowe Port,Felixstowe,51.9567,1.3511,Southampton Port,Southampton,50.8957,-1.3958,"[{""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}, {""lat"": 51.4736, ""lon"": -0.5083, ""name"": ""M25 J15 (M4)"", ""type"": ""junction""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",3,661.4,10.83,12.33,2,61.1,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,19675,0.757,chemicals,211.79,567.59,945.292,25.6853,0.858,313.44,203.43,588.65,79.37,99.21,0,0.1,10,0,1294.2,1.957,70.37,3.12,Yes,4.8,greenest,0,cloudy,0,9,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434428,2
RT000043,Doncaster iPort,Doncaster,53.5031,-1.0478,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",1,160.1,2.59,2.59,0,61.9,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,8314,0.462,chemicals,45.08,120.81,274.563,4.5559,0.754,66.71,42.7,142.53,19.22,24.02,50,0,10,0,355.19,2.218,84.15,3.55,Yes,4.5,greenest,0,cloudy,0,6,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434568,2
RT000044,ProLogis Park DC,Birmingham,52.5031,-1.7764,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 53.1935, ""lon"": -2.8938, ""name"": ""Chester"", ""type"": ""intermediate""}]",2,547.3,8.65,9.4,1,63.3,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,16883,0.938,metals,155.61,417.03,985.905,13.0634,0.762,230.3,155.02,487.08,65.67,82.09,0,17.52,10,0,1047.68,1.914,64.23,3.52,Yes,4.5,greenest,0,cloudy,0,4,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434715,2
RT000045,Bristol DC,Bristol,51.4545,-2.5879,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,"[{""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}, {""lat"": 51.4736, ""lon"": -0.5083, ""name"": ""M25 J15 (M4)"", ""type"": ""junction""}]",2,396,6.28,7.03,1,63.1,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,23370,0.584,paper,135.92,364.26,483.139,12.6061,0.92,201.16,115.97,352.48,47.53,59.41,50,3.68,10,0,840.22,2.122,55.01,2.91,Yes,4.8,cheapest,0,light_rain,0,12,6,Yes,Yes,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.434882,2
RT000046,Omega Warrington,Warrington,53.429,-2.6542,Glasgow Central,Glasgow,55.8642,-4.2518,"[{""lat"": 53.1935, ""lon"": -2.8938, ""name"": ""Chester"", ""type"": ""intermediate""}, {""lat"": 54.0469, ""lon"": -2.801, ""name"": ""Lancaster"", ""type"": ""intermediate""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",3,631.8,9.66,11.16,2,65.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,33315,0.757,retail,210.81,564.98,1244.892,15.7853,0.894,312,184.18,562.34,75.82,94.78,0,19.15,10,0,1258.27,1.991,64.05,3,Yes,4.5,cheapest,0,clear,0,7,7,No,Yes,Yes,None,26t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435044,2
RT000047,Portsmouth Port,Portsmouth,50.8025,-1.1088,Trafford Park DC,Manchester,53.4668,-2.3141,"[{""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",1,463,6.91,7.66,1,67.1,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,22043,0.848,chemicals,132.33,354.64,664.966,12.7656,0.766,195.85,126.32,412.1,55.56,69.45,0,14.63,10,0,883.91,1.909,71.85,3.5,Yes,5,balanced,5.5,cloudy,0,2,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435194,2
RT000048,Dover Port,Dover,51.1279,1.3134,Felixstowe Port,Felixstowe,51.9567,1.3511,[],0,122.6,2.09,2.09,0,58.8,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,28500,0.713,automotive,39.89,106.92,216.81,3.2243,0.872,59.04,34.44,109.15,14.72,18.4,0,0,10,0,245.74,2.004,76.09,3.07,Yes,4.8,cheapest,0,cloudy,0,7,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435322,2
RT000049,Bristol Port,Bristol,51.5103,-2.7139,Sheffield Hub,Sheffield,53.3811,-1.4701,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",1,300.5,4.76,5.51,1,63.1,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,25909,0.648,textiles,89.09,238.77,498.521,8.379,0.795,131.86,90.91,267.41,36.06,45.07,0,2.19,10,0,583.49,1.942,65.39,3.37,No,4.2,fastest,25.6,cloudy,0,9,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435461,2
RT000050,Bristol Port,Bristol,51.5103,-2.7139,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}]",2,716.8,12.91,14.41,2,55.5,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,10039,0.558,electronics,247.29,662.74,1138.718,22.4389,0.925,365.99,237.78,637.97,86.02,107.52,0,12.06,10,0,1457.34,2.033,94.18,2.9,Yes,4.8,cheapest,0,light_rain,0,1,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435606,2
RT000051,Bristol DC,Bristol,51.4545,-2.5879,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}]",1,604.2,9.42,10.92,2,64.2,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,8860,0.492,paper,175.1,469.27,1060.996,14.5276,0.777,259.15,180.11,537.75,72.51,90.63,50,21.52,10,0,1221.67,2.022,79.3,3.45,Yes,4.2,greenest,37.8,light_rain,0,12,5,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435748,2
RT000052,Doncaster iPort,Doncaster,53.5031,-1.0478,Liverpool Port,Liverpool,53.4053,-2.9977,"[{""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}, {""lat"": 53.2989, ""lon"": -2.4144, ""name"": ""Knutsford Services"", ""type"": ""service_area""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",3,376.3,6.52,7.27,1,57.7,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,21554,0.829,chemicals,125.72,336.93,599.81,8.3068,0.895,186.06,119.9,334.86,45.15,56.44,0,3.48,10,0,755.89,2.009,78.94,2.99,Yes,3.5,greenest,0,cloudy,0,6,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.435929,2
RT000053,Omega Warrington,Warrington,53.429,-2.6542,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}]",1,206.2,3.28,3.28,0,62.8,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,13989,0.437,machinery,65.3,175,248.963,4.7243,0.849,96.64,54.15,183.53,24.75,30.93,0,0,10,0,400,1.94,61.88,3.16,Yes,4.5,balanced,0,clear,0,3,5,Yes,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436074,2
RT000054,Edinburgh Hub,Edinburgh,55.9533,-3.1883,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 53.2989, ""lon"": -2.4144, ""name"": ""Knutsford Services"", ""type"": ""service_area""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}]",2,531.7,8.83,9.58,1,60.2,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,20091,0.773,retail,159.75,428.14,868.738,11.8601,0.805,236.43,158.11,473.22,63.81,79.76,0,2.43,10,0,1023.76,1.925,58.84,3.33,Yes,4.5,balanced,0,clear,0,10,3,No,No,Yes,None,26t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436256,2
RT000055,Nottingham Hub,Nottingham,52.9548,-1.1581,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,174.1,2.85,2.85,0,61.1,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,13545,0.753,metals,56.56,151.59,275.059,5.0007,0.871,83.72,46.98,154.92,20.89,26.11,50,0,10,0,392.61,2.256,57.65,3.08,Yes,4.5,cheapest,0,light_rain,0,6,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436402,2
RT000056,London Central,London,51.5074,-0.1278,Tilbury Port,Tilbury,51.4545,0.3584,[],0,46.1,0.81,0.81,0,57.3,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,25584,0.64,retail,16.04,42.99,62.4,1.7484,0.932,23.74,13.29,41.06,5.54,6.92,0,0,10,0,100.55,2.179,64.15,2.88,Yes,4.8,greenest,0,cloudy,0,8,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436531,2
RT000057,Bristol Port,Bristol,51.5103,-2.7139,ProLogis Park DC,Birmingham,52.5031,-1.7764,"[{""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}, {""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}]",2,189.6,3.4,3.4,0,55.8,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,11980,0.461,paper,66.13,177.22,233.419,6.8391,0.935,97.87,56.02,168.71,22.75,28.43,0,0,10,0,383.78,2.025,83.77,2.87,Yes,5,fastest,0,cloudy,0,8,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436671,2
RT000058,Portsmouth Port,Portsmouth,50.8025,-1.1088,London Central,London,51.5074,-0.1278,"[{""lat"": 51.4736, ""lon"": -0.5083, ""name"": ""M25 J15 (M4)"", ""type"": ""junction""}]",1,144.8,2.14,2.14,0,67.6,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,31412,0.785,plastics,42.78,114.65,267.582,5.6536,0.792,63.31,35.32,128.83,17.37,21.71,100,0,10,0,376.55,2.601,57.31,3.38,Yes,5,fastest,0,heavy_rain,14,10,5,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436808,2
RT000059,Sheffield Hub,Sheffield,53.3811,-1.4701,London Central,London,51.5074,-0.1278,"[{""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}]",1,332.4,5.58,6.33,1,59.6,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,32082,0.802,textiles,109.85,294.4,520.895,6.6872,0.886,162.58,104.41,295.8,39.88,49.85,100,6.12,10,100,868.64,2.614,69.39,3.03,Yes,4.8,balanced,0,heavy_rain,16,8,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.436987,2
RT000060,London Central,London,51.5074,-0.1278,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}]",2,237.9,3.8,3.8,0,62.7,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,18818,0.724,automotive,77.35,207.3,373.357,7.4174,0.871,114.48,62.66,211.75,28.55,35.69,100,0,10,0,563.13,2.367,57.56,3.08,Yes,4.5,fastest,0,light_rain,0,5,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437142,2
RT000061,Doncaster iPort,Doncaster,53.5031,-1.0478,Hull Port,Hull,53.7333,-0.3167,[],0,63.5,1.04,1.04,0,61.2,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,18672,0.718,construction,18.3,49.04,120.404,2.3061,0.772,27.08,17.13,56.51,7.62,9.52,0,0,10,0,127.87,2.014,68.63,3.47,Yes,4.8,fastest,0,cloudy,0,11,4,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437271,2
RT000062,iPort Doncaster,Doncaster,53.4939,-1.0042,DIRFT Daventry,Daventry,52.2574,-1.1606,"[{""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}]",1,217.4,3.56,3.56,0,61.1,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,23190,0.892,construction,68.01,182.26,314.058,6.4183,0.838,100.65,58.67,193.52,26.09,32.62,0,0,10,0,421.55,1.939,83.91,3.2,Yes,4.8,balanced,0,light_rain,0,4,7,No,Yes,Yes,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437407,2
RT000063,Magna Park DC,Lutterworth,52.4372,-1.1986,Felixstowe Port,Felixstowe,51.9567,1.3511,"[{""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",3,365.9,5.42,6.17,1,67.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,12158,0.675,electronics,109.86,294.41,550.14,8.911,0.805,162.59,101.73,325.64,43.91,54.88,0,18.08,10,0,716.82,1.959,68.6,3.33,Yes,4.8,fastest,43,clear,0,10,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437556,2
RT000064,Manchester Central,Manchester,53.4808,-2.2426,Bristol DC,Bristol,51.4545,-2.5879,"[{""lat"": 53.3258, ""lon"": -1.2031, ""name"": ""Woodall Services"", ""type"": ""service_area""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",2,376.8,5.6,6.35,1,67.3,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,31194,0.709,paper,110.56,296.3,611.164,7.9213,0.786,163.63,104.72,335.34,45.21,56.52,0,9.41,10,0,724.83,1.924,80.15,3.41,Yes,4.8,fastest,0,clear,0,8,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437702,2
RT000065,Felixstowe Port,Felixstowe,51.9567,1.3511,Southampton Port,Southampton,50.8957,-1.3958,"[{""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",2,406.2,7.31,8.06,1,55.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,11118,0.618,paper,140.14,375.56,490.788,9.1727,0.925,207.4,132.91,361.49,48.74,60.92,0,23.38,10,0,844.85,2.08,84.32,2.9,Yes,4.5,balanced,0,clear,0,12,7,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.437859,2
RT000066,Leeds Central,Leeds,53.8008,-1.5491,Grimsby Port,Grimsby,53.575,-0.075,"[{""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",1,144.7,2.33,2.33,0,62,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,7731,0.43,electronics,44.79,120.05,263.178,3.7716,0.83,66.29,38.5,128.74,17.36,21.7,0,0,10,0,282.59,1.954,55.85,3.23,Yes,4.5,balanced,0,cloudy,0,2,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438017,2
RT000067,Omega Warrington,Warrington,53.429,-2.6542,Bristol DC,Bristol,51.4545,-2.5879,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",2,354.6,5.47,6.22,1,64.8,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,16083,0.503,chemicals,114.29,306.29,649.061,10.6991,0.864,169.14,102.7,315.62,42.56,53.2,50,4.85,10,0,748.06,2.109,58.04,3.1,Yes,3.5,balanced,0,light_rain,0,12,3,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438167,2
RT000068,Leeds Central,Leeds,53.8008,-1.5491,Newcastle Hub,Newcastle,54.9783,-1.6178,"[{""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",1,188.4,2.93,2.93,0,64.3,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,14532,0.559,plastics,56.05,150.23,330.868,5.598,0.797,82.96,48.34,167.68,22.61,28.26,0,0,10,0,359.85,1.91,74.17,3.36,Yes,4,cheapest,35.7,clear,0,8,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438301,2
RT000069,Omega Warrington,Warrington,53.429,-2.6542,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",1,188.1,2.88,2.88,0,65.4,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,31044,0.776,paper,65.17,174.64,314.314,6.3479,0.928,96.44,47.47,167.45,22.58,28.22,50,0,10,0,422.17,2.244,62.26,2.89,Yes,4.8,cheapest,24.7,clear,0,11,2,Yes,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438437,2
RT000070,Birmingham Central,Birmingham,52.4862,-1.8904,Southampton Port,Southampton,50.8957,-1.3958,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}]",3,325.1,4.67,5.42,1,69.6,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,11000,0.423,machinery,98.48,263.94,552.468,11.8214,0.812,145.76,89.41,289.35,39.01,48.77,100,10.33,10,0,732.62,2.253,57.9,3.3,Yes,4.5,cheapest,0,snow,75,6,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438586,2
RT000071,Newcastle Hub,Newcastle,54.9783,-1.6178,Bristol Port,Bristol,51.5103,-2.7139,"[{""lat"": 53.1935, ""lon"": -2.8938, ""name"": ""Chester"", ""type"": ""intermediate""}, {""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}]",2,572.5,9.03,10.53,2,63.4,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,24823,0.621,automotive,179.71,481.63,932.086,13.1754,0.841,265.97,173.69,509.54,68.7,85.88,0,13.83,10,0,1127.61,1.97,81.91,3.19,No,4.2,balanced,0,clear,0,7,2,No,No,Yes,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438730,2
RT000072,Bristol Port,Bristol,51.5103,-2.7139,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 51.752, ""lon"": -1.2577, ""name"": ""Oxford"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",4,326.5,5.1,5.85,1,64.1,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,18087,0.452,electronics,95.21,255.16,472.545,10.5747,0.781,140.91,96.46,290.61,39.18,48.98,0,4.96,10,0,631.1,1.933,91.88,3.43,Yes,4.5,fastest,0,cloudy,0,6,6,No,Yes,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.438906,2
RT000073,ProLogis Park DC,Birmingham,52.5031,-1.7764,London Central,London,51.5074,-0.1278,"[{""lat"": 52.3539, ""lon"": -2.0644, ""name"": ""Hopwood Park"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}]",3,362.7,5.29,6.04,1,68.5,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,15177,0.843,paper,125.97,337.61,720.596,7.282,0.931,186.44,99.68,322.78,43.52,54.4,50,0.56,10,0,767.39,2.116,84.99,2.88,Yes,4.8,fastest,0,clear,0,10,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.439061,2
RT000074,Tilbury Port,Tilbury,51.4545,0.3584,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 51.5558, ""lon"": -1.7797, ""name"": ""Swindon"", ""type"": ""intermediate""}]",1,322.4,4.8,5.55,1,67.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,27069,0.846,machinery,95.13,254.95,544.27,9.009,0.791,140.79,91.52,286.95,38.69,48.36,0,18.17,10,0,634.49,1.968,58.18,3.39,Yes,3.5,cheapest,0,clear,0,11,7,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.439208,2
